period,origin_code,origin,destination_code,destination,people,male,female,level,source_status,source_endpoint
202605,4800000000,경상남도,5000000000,제주특별자치도,100,50,50,sido,official_mois,ppltnDataStus/selectPpltnDataStus
202605,4800000000,경상남도,5100000000,강원특별자치도,153,88,65,sido,official_mois,ppltnDataStus/selectPpltnDataStus
202605,4800000000,경상남도,5200000000,전북특별자치도,119,74,45,sido,official_mois,ppltnDataStus/selectPpltnDataStus
202605,5000000000,제주특별자치도,1100000000,서울특별시,585,279,306,sido,official_mois,ppltnDataStus/selectPpltnDataStus
202605,5000000000,제주특별자치도,2600000000,부산광역시,182,88,94,sido,official_mois,ppltnDataStus/selectPpltnDataStus
202605,5000000000,제주특별자치도,2700000000,대구광역시,98,48,50,sido,official_mois,ppltnDataStus/selectPpltnDataStus
202605,5000000000,제주특별자치도,2800000000,인천광역시,121,67,54,sido,official_mois,ppltnDataStus/selectPpltnDataStus
202605,5000000000,제주특별자치도,2900000000,광주광역시,97,60,37,sido,official_mois,ppltnDataStus/selectPpltnDataStus
202605,5000000000,제주특별자치도,3000000000,대전광역시,60,38,22,sido,official_mois,ppltnDataStus/selectPpltnDataStus
202605,5000000000,제주특별자치도,3100000000,울산광역시,37,22,15,sido,official_mois,ppltnDataStus/selectPpltnDataStus
202605,5000000000,제주특별자치도,3600000000,세종특별자치시,28,17,11,sido,official_mois,ppltnDataStus/selectPpltnDataStus
202605,5000000000,제주특별자치도,4100000000,경기도,530,261,269,sido,official_mois,ppltnDataStus/selectPpltnDataStus
202605,5000000000,제주특별자치도,4300000000,충청북도,76,38,38,sido,official_mois,ppltnDataStus/selectPpltnDataStus
202605,5000000000,제주특별자치도,4400000000,충청남도,97,53,44,sido,official_mois,ppltnDataStus/selectPpltnDataStus
202605,5000000000,제주특별자치도,4600000000,전라남도,86,48,38,sido,official_mois,ppltnDataStus/selectPpltnDataStus
202605,5000000000,제주특별자치도,4700000000,경상북도,96,62,34,sido,official_mois,ppltnDataStus/selectPpltnDataStus
202605,5000000000,제주특별자치도,4800000000,경상남도,122,64,58,sido,official_mois,ppltnDataStus/selectPpltnDataStus
202605,5000000000,제주특별자치도,5000000000,제주특별자치도,3625,1848,1777,sido,official_mois,ppltnDataStus/selectPpltnDataStus
202605,5000000000,제주특별자치도,5100000000,강원특별자치도,58,31,27,sido,official_mois,ppltnDataStus/selectPpltnDataStus
202605,5000000000,제주특별자치도,5200000000,전북특별자치도,87,47,40,sido,official_mois,ppltnDataStus/selectPpltnDataStus
202605,5100000000,강원특별자치도,1100000000,서울특별시,1097,576,521,sido,official_mois,ppltnDataStus/selectPpltnDataStus
202605,5100000000,강원특별자치도,2600000000,부산광역시,127,75,52,sido,official_mois,ppltnDataStus/selectPpltnDataStus
202605,5100000000,강원특별자치도,2700000000,대구광역시,135,66,69,sido,official_mois,ppltnDataStus/selectPpltnDataStus
202605,5100000000,강원특별자치도,2800000000,인천광역시,273,146,127,sido,official_mois,ppltnDataStus/selectPpltnDataStus
202605,5100000000,강원특별자치도,2900000000,광주광역시,56,38,18,sido,official_mois,ppltnDataStus/selectPpltnDataStus
202605,5100000000,강원특별자치도,3000000000,대전광역시,170,97,73,sido,official_mois,ppltnDataStus/selectPpltnDataStus
202605,5100000000,강원특별자치도,3100000000,울산광역시,37,20,17,sido,official_mois,ppltnDataStus/selectPpltnDataStus
202605,5100000000,강원특별자치도,3600000000,세종특별자치시,38,19,19,sido,official_mois,ppltnDataStus/selectPpltnDataStus
202605,5100000000,강원특별자치도,4100000000,경기도,1685,900,785,sido,official_mois,ppltnDataStus/selectPpltnDataStus
202605,5100000000,강원특별자치도,4300000000,충청북도,289,161,128,sido,official_mois,ppltnDataStus/selectPpltnDataStus
202605,5100000000,강원특별자치도,4400000000,충청남도,211,127,84,sido,official_mois,ppltnDataStus/selectPpltnDataStus
202605,5100000000,강원특별자치도,4600000000,전라남도,74,49,25,sido,official_mois,ppltnDataStus/selectPpltnDataStus
202605,5100000000,강원특별자치도,4700000000,경상북도,233,133,100,sido,official_mois,ppltnDataStus/selectPpltnDataStus
202605,5100000000,강원특별자치도,4800000000,경상남도,119,84,35,sido,official_mois,ppltnDataStus/selectPpltnDataStus
202605,5100000000,강원특별자치도,5000000000,제주특별자치도,48,24,24,sido,official_mois,ppltnDataStus/selectPpltnDataStus
202605,5100000000,강원특별자치도,5100000000,강원특별자치도,7769,4033,3736,sido,official_mois,ppltnDataStus/selectPpltnDataStus
202605,5100000000,강원특별자치도,5200000000,전북특별자치도,82,43,39,sido,official_mois,ppltnDataStus/selectPpltnDataStus
202605,5200000000,전북특별자치도,1100000000,서울특별시,800,415,385,sido,official_mois,ppltnDataStus/selectPpltnDataStus
202605,5200000000,전북특별자치도,2600000000,부산광역시,113,66,47,sido,official_mois,ppltnDataStus/selectPpltnDataStus
202605,5200000000,전북특별자치도,2700000000,대구광역시,56,32,24,sido,official_mois,ppltnDataStus/selectPpltnDataStus
202605,5200000000,전북특별자치도,2800000000,인천광역시,204,110,94,sido,official_mois,ppltnDataStus/selectPpltnDataStus
202605,5200000000,전북특별자치도,2900000000,광주광역시,475,243,232,sido,official_mois,ppltnDataStus/selectPpltnDataStus
202605,5200000000,전북특별자치도,3000000000,대전광역시,353,175,178,sido,official_mois,ppltnDataStus/selectPpltnDataStus
202605,5200000000,전북특별자치도,3100000000,울산광역시,46,30,16,sido,official_mois,ppltnDataStus/selectPpltnDataStus
202605,5200000000,전북특별자치도,3600000000,세종특별자치시,67,41,26,sido,official_mois,ppltnDataStus/selectPpltnDataStus
202605,5200000000,전북특별자치도,4100000000,경기도,982,550,432,sido,official_mois,ppltnDataStus/selectPpltnDataStus
202605,5200000000,전북특별자치도,4300000000,충청북도,183,109,74,sido,official_mois,ppltnDataStus/selectPpltnDataStus
202605,5200000000,전북특별자치도,4400000000,충청남도,424,230,194,sido,official_mois,ppltnDataStus/selectPpltnDataStus
202605,5200000000,전북특별자치도,4600000000,전라남도,273,150,123,sido,official_mois,ppltnDataStus/selectPpltnDataStus
202605,5200000000,전북특별자치도,4700000000,경상북도,120,64,56,sido,official_mois,ppltnDataStus/selectPpltnDataStus
202605,5200000000,전북특별자치도,4800000000,경상남도,124,82,42,sido,official_mois,ppltnDataStus/selectPpltnDataStus
202605,5200000000,전북특별자치도,5000000000,제주특별자치도,46,23,23,sido,official_mois,ppltnDataStus/selectPpltnDataStus
202605,5200000000,전북특별자치도,5100000000,강원특별자치도,95,56,39,sido,official_mois,ppltnDataStus/selectPpltnDataStus
202605,5200000000,전북특별자치도,5200000000,전북특별자치도,9713,5052,4661,sido,official_mois,ppltnDataStus/selectPpltnDataStus
